number,title,description
Theme 50,Infrastructure Finance," the use of non-traditional or alternative financing mechanisms and
                           contractual arrangements to fund and finance the development, construction,
                           operation, and maintenance of physical infrastructure (e.g. transport, electricity,
                           water and sewerage, and sanitation) or social infrastructure (education and health
                           care facilities).
                           the key objectives of capital markets programs are (i) to build capital markets as an
                           alternative and/or complementary source of financing to support critical sectors such
                           as corporate, smes, housing, and infrastructure, thus supporting economic growth;
                           and (ii) to transfer risks across different participants of the financial sector thereby
                           supporting the stability of the financial system. programs include developing the
                           enabling environment for capital markets transactions in general or for specific
                           sectors (corporate, smes, housing, infrastructure, etc.) as well as support to key
                           stakeholders (issuers, supervisors, industry associations, etc.)
  infrastructure finance   activities to develop the enabling environment for capital markets cover the legal
(including capital markets and regulatory framework for securities issuance, investment, and trading, and for
  and investment funds)    the supervision of market participants (issuers, investors, and intermediaries); tax
                      framework; market infrastructure and intermediaries. activities to support key
                           stakeholders include technical assistance to issuers (e.g. ministries of finance,
                           central banks, sub-sovereign entities, private sector entities); regulators (e.g. central
                           bank, capital market regulator); and industry associations (e.g. bond market
                           association).
                           programs are designed with an assessment of the current stage of capital markets
                           development and institutional capacity, taking a comprehensive view of financial
                           sector needs, with a careful sequencing of reforms to ensure that the pre-requisites
                           for successful reform implementation are present. typical sequencing emphasizes
                           government debt market development as the foundation for the development of non-
                           government securities markets and derivatives markets. however, programs are
                           tailored to country-specific circumstances.
                           this code also includes world bank activities and programs that help governments
                           develop various forms of investment funds -- including sovereign wealth funds,
                           strategic investment funds, private equity/ venture capital funds (pevc) etc. this
                                                   42
 code also includes activities and programs that support building the enabling
environment for investment funds.
"
Theme 51,Housing Finance," the objective of housing finance is to develop deep, resilient and
                      affordable housing finance markets that are accessible to rising middle-income but
                      also to lower/informal income households; where risks are well-managed and
                      regulated and policy interventions are comprehensive, socially targeted and fiscally
                      responsible.
                      the core programs that will be covered by this sector code include: (i) developing
                      resilient     housing      finance      markets     (diagnostic,    building    blocks,
                      legal/regulatory/policy reforms, institution building); (ii)long term funding:
                      capital market solutions to provide local currency long term funding; (iii) housing
                      finance for the poor: implementing suitable system and products, credit markets,
housing finance 
                      housing microfinance, rental housing, residential leasing, contractual savings,
                      smarter subsidies, guarantee/ insurance schemes for lower & informal income
                      households, and; (iv) affordable housing (with suur): reducing the cost of formal
                      housing, improving access to finance for developers, reforms of land use and
                      primary infrastructure, facilitate titling, introduce cheaper technologies and building
                      techniques, support energy efficient buildings.
                      "
Theme 52,Public Finance Management," public finance management (pfm) basically deals with all aspects of resources mobilization and
 expenditure in government.
 "
Theme 53,Public Expenditure Management," world bank interventions in public expenditure and financial
                               management generally aim to contribute to the achievement: budget reliability,
                               transparency and accountability of public finances, effective management of assets
                               and liabilities, policy-based fiscal strategy and budgeting, predictability and control
                               in budget execution, accounting and reporting, external oversight of public finances.
                               improved pfm is expected to contribute to improvements in aggregate fiscal
                               discipline and allocative and operational efficiency of public expenditure, which in
                               turn will contribute to more and better service delivery and improvements in broader
                               development outcomes.
                               "
Theme 54,Domestic Revenue Administration," world bank interventions in the design and implementation of reforms
                     of tax administration and policy and management of non-tax revenue aimed at: (i)
                     supporting revenue generation for sdgs and service provision for the poor as well
                     as growth-enhancing infrastructure; (ii) supporting a sound business climate; (iii)
                     boosting shared prosperity; (iv) improving revenue compliance, including by
                     reducing the cost of compliance, and enhancing the efficiency and effectiveness of
                     revenue administration.
                     "
Theme 55,Debt Management," debt management refers to the process of establishing and executing a
                      strategy for managing the government’s debt in order to raise the required amount
                      of funding at the lowest possible cost over the medium to long run, consistent with
                      a prudent degree of risk. moreover, debt management will look into activities to
                      develop and maintain an efficient domestic market for government securities.
                      "
Theme 56,Rule of Law," rule of law is the principle that all people and institutions are subject to and accountable to law that
is fairly applied and enforced; the principle of government by law. the rule of law is a system in which the
following four universal principles are upheld:
      the government and its officials and agents as well as individuals and private entities are accountable
         under the law.
      the laws are clear, publicized, stable, and just; are applied evenly; and protect fundamental rights,
         including the security of persons and property and certain core human rights.
      the process by which the laws are enacted, administered, and enforced is accessible, fair, and efficient.
         justice is delivered timely by competent, ethical, and independent representatives and neutrals who are of
         sufficient number, have adequate resources, and reflect the makeup of the communities they serve.
"
Theme 57,Judicial and other Dispute Resolution Mechanisms," effective and equitable justice sector institutions operate as
                                  safeguards against abuses of power and channels for the protection of rights and
                                  peaceful resolution of conflict. they enable private sector activity by increasing
                                  the predictability of behavior and certainty of process. in terms of the world
                                  bank’s programmatic priorities and interests, justice systems have specific
                                  instrumental roles in preventing and mitigating conflict, crime, and violence;
  judicial and other dispute      ensuring executive accountability; fostering private sector growth; and ensuring
   resolution mechanisms          compliance of private sector actors and citizens with legal and regulatory
                             frameworks. relevant justice sector institutions include judicial services, court
                                  enforcement agencies, prosecution, legal defense and legal aid services, ministries
                                  of justice and legal affairs, law enforcement agencies and bar associations.
                                  "
Theme 58,Legal Institutions for a Market Economy," sound legal and regulatory frameworks are essential to facilitate
                         growth and equity enhancing policies from investment climate to infrastructure
                         provision to environmental safety to legal identity. the bank supports countries
                         on both the substance of such frameworks and the processes needed to produce
                         strong, context specific and implementable laws and regulations. the bank also
                         provides support for the institutions responsible for devising, implementing and
                         enforcing these frameworks.
                         "
Theme 59,Personal and Property Rights," chronic grievances and perceptions of injustice are indicators of
                             development failures and potential drivers of conflict and violence. in many
                             developing environments formal justice sector institutions may not be accessible,
                             legitimate or effective sites to manage these grievances and promote rights. the
                             bank supports both analytical and operational work aimed at supporting
                             institutional arrangements for the management of conflicts, and mediation of
                             rights and entitlements, typically around social order problems (urban violence,
                             community justice, gender-based violence); land and natural resource disputes;
                             and grievances around the distribution of public assets.
personal and property rights
                             "
Theme 60,Public Administration," world bank interventions in public administration focus on administrative and civil service reform;
transparency, accountability and good governance; e-government and e-services; civil registration and
identification; public assets and investment management; state-owned enterprise reform and privatization; and
municipal institution building.
"
Theme 61,Administrative and Civil Service Reform," interventions aimed at improving the structure, management, and
                                capacity of organizations and human resources in the public administration or its
                                constituent entities. such interventions may focus on central or subnational (e.g.,
                                regional, provincial, state, local) public administration, and would address the
                                following:
  administrative and civil             institutional structures: which include (a) organizational structures, (b)
                                        assignments of organizational responsibilities, functions and authority
   service reform 
                                        among those organizational structures, and (c) rules governing those
                                        assignments and the behavior of those organizational units and their staff.
                                        these institutional arrangements, as a set, shape the incentives governing
                                        organizational behavior.
                                       management: which would include (a) organizational goal setting and
                                        performance management; (b) personnel management, including
                                        recruitment, promotion, and individual performance management; (c)
                                        compensation policy.
                                       capacity: which would include: (a) administrative systems, (b) business
                                        processes, and (c) human capital.
                                                     52
                         "
Theme 62,"Transparency, Accountability and Good Governance"," open government – increased transparency, citizen participation and
                        collaboration between government and citizens – is a key driver of development in
                        the 21st century. citizen-centric governance, with openness as a central pillar,
                        improves the use of public resources, facilitates inclusive decision-making
                        processes and increases trust between governments and citizens. governments that
    transparency,       are more open are governments better positioned to act effectively and efficiently,
accountability and good to foster private sector growth and to respond to the true needs of all citizens.
   governance 
                        "
Theme 63,"E-Government, incl. E-services"," the transition from fragmented and outdated government systems to
                       modern integrated digital solutions offers great opportunities to improve
                       productivity, efficiency, effectiveness, responsiveness, and trust in government.
                       one of the key challenges is to integrate digital governance strategies into public
                       sector modernization efforts to create a data-driven, digital culture in the public
 e-government & e-     sector. in addition, the coordination of ongoing, parallel, reform activities is crucial
   services       to maximize the benefits of large-scale ict investments and encourage the use of
                       shared platforms and standards for cost-effective delivery and sustainability of
                       government systems and e-services. world bank interventions in e-government
                       will aim to addresses complex and transformative development challenges through
                       integrated solutions that incorporate technology and innovation, cross-practice
                       delivery of solutions, and global sharing of knowledge and good practices.
                       "
Theme 64,Civil Registration and Identification," modern civil registries and robust civil identification systems are
                       powerful tools in the fight against poverty, social exclusion, and inequality. identity
                       management systems are key to improving public sector policies and delivering
                       better public and private services. above all, they help ensure that individuals can
civil registration and access their civic and legal rights.
 identification 
                       "
Theme 65,Public Assets and Investment Management," public investment management (pim) involves a complex series of
                      stages involved in identifying, preparing, selecting, budgeting and implementing
                      projects and programs in the public sector. pim has been characterized as being
                      composed of eight essential functions that need to occur in the public sector but
                      may be organized or arranged somewhat differently in different
                      governments. alternatively, pim can be seen as in terms of the project cycle or
                      the series of stages involved as a project moves from being identified to being
                      implemented and evaluated as an operating project. eight key functions consist
   public assets and  of: (i) investment guidance, project development, and preliminary screening; (ii)
investment management formal project appraisal; (iii) independent review of appraisal; (iv) project
                 selection and budgeting; (v) project implementation; (vi) project adjustment; (vii)
                      facility operation and maintenance; and (viii) basic completion review and
                      evaluation. these functions or stages of pim are located in both the central and
                      service delivery agencies of government depending upon the degree of delegation
                      of functions in a government, but typically the key functions of guidelines,
                      screening, budget approvals and oversight over methods, quality of appraisal and
                      implementation performance are located in the central agencies responsible for
                      finance, budget and economic planning. service delivery agencies are typically
                      delegated functions of project identification, design and appraisal and
                      management of implementation. external review of appraisals and ex post
                      evaluation of projects and programs could be delegated to separate entities under
                      a central agency.
                      "
Theme 66,State-owned Enterprise Reform and Privatization," a state-owned enterprise (soe) is a legal entity that is created by the
government in order to partake in commercial activities on the government's behalf.
the goals of soe reform are not simply to enhance corporate productivity and
financial performance, but to create an optimal institutional arrangement
compatible with the reform of a market-oriented economy. soes, reflects
privatization reform and its implementation.
"
Theme 67,Municipal Institution Building," in recent decades, the decentralization of resources and decision-
                         making has strengthened the role of subnational governments in promoting growth
                         and shared prosperity. on the revenue side, subnational governments are
                         increasingly involved in resource mobilization, including taxation. on the
                         expenditure side, subnational governments have broadened and deepened their
                         responsibilities for service delivery related to water and sanitation, health,
                         education, and infrastructure, as well as local development. for subnational
                         governments to successfully deliver on their mandates, effective intergovernmental
  municipal institution  systems in fiscal and administrative areas are required. world bank activities in
     building       decentralization and intergovernmental relations will focus on: institutional and
                         fiscal frameworks, improving the capacity of subnational governments, and support
                         for service delivery and frontline providers.
                         "
Theme 68,Data Development and Capacity Building," lending, grants, or ta for (i) improvements of the enabling environment supporting increased
quantity, quality, dissemination and use of data; and/or (ii) direct support for data collection, curation,
dissemination or use of national or subnational data about developing countries’ economic, social, and
environmental variables.
"
Theme 69,"Data Production, Accessibility and Use"," activities for the collection, curation, dissemination, and use of data
                      about developing countries’ economic, social, and environmental variables.
                      "
Theme 70,Institutional Strengthening and Capacity Building," institutional strengthening includes: technical assistance activities which
                         support legal and institutional frameworks for national or subnational statistics, open
                         data, geo-spatial data, the creation of inter-agency networks for the production or
                         dissemination of data, and similar government activities. capacity building includes
                         activities that enhance the skills of government or non-government stakeholders to
                         understand and use statistics or data.
                         "
Theme 71,Social Inclusion," activities that identify groups excluded on the basis of their identity and include specific actions or
 mechanisms to address their needs and promote their inclusion.
 "
Theme 72,Indigenous People and Ethnic Minorities," activities aimed specifically at inclusion, visibility, engagement or
                            knowledge generation with or related to indigenous peoples or ethnic minorities.
                                  "
Theme 73,Other Excluded Groups," social exclusion is the process in which individual of people are
               systematically blocked from (or denied full access to) various rights, opportunities and
               resources that are normally available to members of a different group, and which are
               fundamental to social integration within that particular group (e.g., housing, employment,
               healthcare, civic engagement, democratic participation, and due process).
               "
Theme 74,Participation and Civic Engagement," activities aimed at engaging citizens/beneficiaries in a two-way interaction
                        with government, the private sector or other citizens at the policy, planning, budgeting
                        or service delivery level.
                        "
Theme 75,Social Protection," activities that promote (i) resilience by helping individuals, households and communities better insure
against, different types of risk; (ii) equity by reducing poverty and destitution; and (iii) opportunity by building and
protecting human capital and improving skills and access to jobs. the arrangements used comprise informal,
market-based, and publicly provided activities, and are centered on managing risk.
"
Theme 76,Social Safety Nets," activities intended to provide social assistance or social care services
                            targeted in some way at the poor and vulnerable (i.e., in-kind or cash assistance to
                            poor and vulnerable individuals or families, including assistance to help cope with
                            consequences of economic or other shocks).
                            "
Theme 77,Social Insurance and Pensions," activities that support policy frameworks that protect old age income,
                            prevent old age poverty, and establish social insurance and public assistance for
                            persons with disabilities and survivors. instruments may be contributory or non-
                            contributory, public or private, mandatory or voluntary, including support for
                            occupational pension schemes, schemes for all or part of the public sector, and
                            sub-national schemes.
                            "
Theme 78,Social Protection Delivery Systems," activities focused broadly on developing social protection and labor
                           (spl) policy and systems. country-level spl systems work at the administrative
                           and policy levels to coordinate programs across the three main sp functions:
                           resilience (mainly social insurance), equity (mainly social assistance), and
                           opportunity (mainly labor market programs). this does not include
                           administration, institution building, and policy development for individual spl
                           programs. this does include assessments/analytical work, capacity building,
                           institutional and policy reform, and knowledge sharing with the objective of
                           building the administration or policies for spl systems across all spl programs.
                           "
Theme 79,Disability," activities intended at removing barriers to the participation of people
                                  with disabilities in economic, civic, and social life, and expanding equitable
                                  opportunities.
                                  "
Theme 80,"Fragility, Conflict and Violence"," roughly speaking, fragility is defined as a risk/ vulnerability (experienced by countries) for (i) violent
conflict usually of a political nature; (ii) social and interpersonal violence; (iii) repeated political crisis that
undermine the functioning of a state or a specific local governance structure; and (iv) a general state of anomie in
which institutions (state and societal) are so dysfunctional that basic management of society and economy is not
possible. such vulnerabilities in most cases tend to create violence and conflict.
countries face multiple and overlapping forms of fragility, conflict, and violence (fcv) – impacting all client types
– lics/mics/hics.emerging trends of fcv in the 21st century include civil conflict, subnational conflict, cross
border violence, political violence, internationalized conflict, conflict-induced forced displacement, organized
crime and trafficking, urban violence, and gender-based violence.
"
Theme 81,Conflict Prevention," conflict prevention refers to strategies used in the pre-violent phase, at
                              the front-end of the curve of conflict. they may include measures to increase trust
                              and establish predictability among the conflict parties. these strategies are intended
                              to keep disputes from escalating into violence.
                              much of wbg efforts aimed at tackling fcv do not address drivers most likely
                              affecting the absence of peace and stability. given the current risk-based approach
                              for addressing fcv, serious consideration must however, be given to the importance
 conflict prevention 
                              of the core, underlying causes of fragility and its prevention. underlying drivers of
                              fragility are often manifested in patterns of exclusion, discrimination and
                              patrimonialism and state capture by elites. horizontal inequalities, such as
                              inequitable access to political participation, land, decent employment, and public
                              services,” injustice”, “inequality”, “corruption” are as significant as economic
                              drivers in conflict.
                              "
Theme 82,Post-conflict Reconstruction," post –conflict reconstruction activities can be broadly defined as those
                     interventions 1) that focus on mainstreaming sensitivity to fcv across the wbg
                     portfolio (‘doing-no-harm’ or ‘doing-some-good’); 2) activities that address the
                     direct outcomes of fcv. efforts to mainstream fcv sensitivity in the wbg’s
                     portfolio is an approach designed not necessarily to solve the fundamental
                     impediment to development and stability but rather to address a development deficit.
                     these types of wbg interventions aim to help mitigate reputational risks to the bank
                     in complex fragile, conflict and transition settings. this includes ensuring that, at
                     minimum, wbg activities ‘do no harm’ in fcv environments and that, where
                     possible, projects help target conflict affected people. this is often achieved by
   post-conflict
                     adjusting the current portfolio and large-scale investments across sectors.
reconstruction 
                     "
Theme 83,Forced Displacement," interventions that address the developmental implications of forced
                          displacement for host countries, host communities and/or the displaced populations
                          (refugees and internally displaced persons). such interventions may be targeting
                          different stages of the displacement period, including preparedness/prevention in
                          advance of displacement, mitigating negative impacts during displacement or
                          facilitating solutions/resolutions for protracted situations.
                          "
Theme 84,Gender," gender refers to the social, behavioral and cultural attributes, expectations and norms associated with
being male or female. gender equality refers to how these factors determine the way in which women and men
relate to each other and to the resulting differences in power between them.
for the purposes of coding, the theme encompasses wbg activities that -- irrespective of sector -- address
and/or close gaps between males and females (for example: gaps in financial inclusion, agricultural productivity,
occupational sex segregation, gaps in participation in local service delivery management, etc.) and other gaps that
may be identified in the scd/cpf at the country level (e.g., low female labor force participation relative to male
labor force participation).
examples of coded activities:
energy
     lao pdr rural electrification project phase 1 supported the “power to the poor” (p2p) program of the
         lao government. this program, implemented by electricité du laos (edl) is a targeted, subsidized,
         affordable, and sustainable financing mechanism for connection and indoor wiring for to the poorest rural
         households. it is designed with a gender focus to provide an interest free credit that allows the poorest rural
         households, who cannot afford to pay the entire costs of connection and internal wiring up front, to access
         the main electricity grid for basic service. the monthly payments for both the credit and electricity
         consumption are designed to be about the same as the cost for lighting by candles, diesel lamps, or car
         batteries prior to electrification. the pilot results showed that the increase in connection rate of female-
         headed households attributable to the p2p program design went from 63 percent to 90 percent.
agriculture
     agricultural support project, côte d’ivoire. in côte d’ivoire, the cashew processing workforce is made
         up of low-skilled workers, and women are primarily engaged in shelling and peeling tasks, for which
         productivity increases steeply with tenure and experience on the job. the agricultural support project
         aims to provide training and child care in areas where new medium-sized cashew processing factories will
         be opened. starting in fy16, an impact evaluation will examine the impact of child care on women’s
         employment and productivity and on firm output.
        levelling the field: improving opportunities for women farmers in africa, a joint world bank–
         one campaign policy report published in 2014, analyzes the factors that drive productivity gaps between
         male and female farmers and offers policy makers concrete actions to close those gaps. the report's findings
         are influencing client programs and operations. the democratic republic of congo growth poles project
         team, for example, decided to test one of the report's policy recommendation on the provision of rural child
         care to address women's child-care responsibilities and help them spend more time on agricultural work.
water
     the indonesia second additional financing for the third water supply and sanitation for low
         income communities/community based water supply project uses several approaches to give women
         in indonesia a voice in wss decision-making. communities plan and implement wss improvements of
         their choice. the project includes rules aimed at widening community participation in decisions,
         specifically targeting women for greater project success. the project will also support mobile-based
                                                      73
         monitoring systems, gender sensitivity tools, and social audits to enhance accountability of service
        providers. the community level process makes poverty targeting and gender equity transparent and
        verifiable by all stakeholders.
entrepreneurship
     the women entrepreneurship development project in ethiopia seeks to increase the earnings and
        employment of micro and small enterprises that are owned or partly owned by urban female entrepreneurs
        through a two-pillar approach. the first pillar tailors financial instruments to the needs of the participants
        by providing working capital and investment finance through a dedicated line of microfinance credit. this
        pillar also aims to improve the capacity of existing microfinance institutions to serve female growth-
        oriented entrepreneurs with tailored financial products. the second pillar develops the entrepreneurial and
        technical skills of the target group and supports cluster, technology, and product development for their
        businesses.
transport
     via lilas, rio de janeiro: this transport project uses existing supervia (metropolitan train) and teleferico
        (cable car) infrastructure in rio de janeiro to provide information about violence against women and girls
        (vawg) and associated services as outlined in the maria da penha law on domestic and family violence
        through kiosks in transit stations. the via lilas kiosks provide the rail network’s 700,000 daily passengers
        with access to information for responding to violence. in approximately three minutes, women can find
        phone numbers and location details for support services, and can register to receive a text message with
        more information. initiatives like this are innovative because they build upon existing systems to
        disseminate information and to raise awareness about services available for vawg survivors. the stations
        themselves house multiple services for survivors in an attempt to make support services more accessible.
       a survey of the liaoning urban transport project in china showed that between 70 and 80 percent of
        respondents were not auto users and had a greater need for sidewalks, secondary road repairs, and street
        lights. in general, women were more dissatisfied with the transport system than men. participatory
        consultations with women and men facilitated a dramatic change in the original urban transport project to
        include secondary road and pedestrian walkway improvements and traffic management safety measures.
ict
       eghana: creating jobs for women in the ict industry (it enabled services, business process outsourcing).
        eghana is credited with employing women in the it industry and helping create strong ict skills among
        women and young girls employed through the project. etransform ghana, a follow-up operation, builds
        on the results of the earlier project and includes an eid component that for the first time allows women to
        be included in processes related to digital identity, obtaining credentials, and authentication, all essential
        elements to online service delivery, financial inclusion, and social protection.
gender based violence
     the great lakes emergency sexual and gender-based violence and women's health project uses
        a multi-sectoral approach to address both the needs of survivors of sexual and gender based violence
        (sgbv) and of other vulnerable women in the targeted communities. the project aims to build solidarity
        and strengthen social cohesion as well as boost the capacity of health systems to deal with a full range of
        medical and mental health issues affecting survivors and other vulnerable women. key maternal and
        reproductive health services serve as an entry point for early identification and referral of survivors of
        sgbv, while the integrated response aims to support survivors’ physical, mental, social and economic
                                                     74
          well-being. men and children will also benefit from select project activities, as survivors of sgbv, as
         family members of survivors, and in the case of men as agents of change.
examples of excluded activities:
activities that do not have a bearing or impact on gaps between males and females. for example:
     a deposit insurance project, which aims at improving the financial and institutional capacity of a deposit
         insurance fund (such as deposit payout and overseeing the liquidation of insolvent banks).
     a public financial management project to procure computers or software to upgrade ministry of finance
         budget control/accounting systems.
mapping and ownership
relevant practice group:
    sustainable development
    human development
    equitable growth, finance and institutions
relevant global practices/cross-cutting solution areas:
    finance and markets          macroeconomics & fiscal management            education
    governance         poverty      trade and competitiveness       health    social protection and labor
agriculture         energy and extractives     environment and natural resources          social, urban, rural, and
resilience          gender     transport and ict         water
main contact point(s):
primary contact: stefano mocci (gen)
secondary contact: komlan kounetsron (urs)
                                                no level 3 themes
                                                       level 2
                                             disease control 
"
Theme 85,Disease Control," prevention, control, and treatment of communicable and non-communicable diseases.
"
Theme 86,HIV/AIDS," programs that increase access to hiv/aids prevention, treatment,
                                care and support services.
                                "
Theme 87,Malaria," activities aimed at the prevention, diagnosis, control and/or treatment
                                of malaria
                                "
Theme 88,Tuberculosis," activities aimed at the prevention, diagnosis and/or treatment of
                            tuberculosis (tb)
                            "
Theme 89,Neglected Tropical Diseases," activities aimed at prevention, control and treatment of neglected
                            tropical diseases (ntds)
                            "
Theme 90,Non-communicable Diseases," activities aimed to reduce morbidity and premature mortality from
                                  cardiovascular disease, hypertension, cerebrovascular disease, peripheral vascular
                                  disease, cancer, chronic obstructive pulmonary disease, asthma, diabetes, mental
                                  illness (including depression, post-traumatic stress disorder, suicide, psychosis,
                                  alcohol and drug abuse), other non-infectious, chronic conditions such as arthritis,
                                  osteoporosis, etc. this would also include preventable injuries (excluding
                                  road/traffic accidents).
                                  "
Theme 91,Health systems and Policies," programs and policies which aim to bring about improvements in the management, financing and
overall functioning of health systems.
                                                     78
 "
Theme 92,Health System Strengthening," activities which aim to improve the stewardship, management and
                                  overall functioning of health systems.
                                  "
Theme 93,Health Service Delivery," activities which aim to improve accessibility and utilization of
                                  quality health services.
                                  "
Theme 94,Health Finance," activities which aim to improve health financing systems to increase
                           service coverage and financial protection.
                           "
Theme 95,Private Sector Delivery in Health," activities to promote and strengthen health service delivery by private
                           sector.
                           "
Theme 96,Reproductive and Maternal Health," activities to improve reproductive health and reduce maternal
                           morbidity and mortality.
                           "
Theme 97,Adolescent Health," activities that improve the health status and well-being of
                                adolescents as well as promote safe behaviors.
                                "
Theme 98,Child Health," activities aimed to improve the health status of children, and reduce
                                child morbidity and mortality.
                                "
Theme 99,Demographics and Aging," activities that support research and policy formulation on links between demographic change and
development.
"
Theme 100,Education," the education sector facilitates learning experiences for children, youth, and adults in order to develop
a skilled and productive workforce to reduce poverty, accelerate growth, and boost shared prosperity. it includes
all types of formal learning from fine motor skills development in early childhood education to workforce training
and tertiary education.
it includes the following educational levels:
      early childhood education.
      primary education.
      secondary education (lower and upper).
      tertiary education.
      workforce development/skills.
      adult basic and continuing education.
      other education.
"
Theme 101,Access to Education," interventions that address supply and/or demand issues in educational
                                access and equity.
                                "
Theme 102,Education Financing," initiatives to improve the funding structures of education systems and
                                educational institutions on all levels.
                                "
Theme 103,Science and Technology," activities to promote scientific and technological knowledge and
                       innovation inside and outside of educational institutions. they can range from
                       initiatives to improve science curriculum and instruction in secondary schools to
                       research and development (r&d) grants at the tertiary level.
                       "
Theme 104,Teachers," activities to recruit, train, deploy, motivate, and evaluate teachers.
                       "
Theme 105,Student Assessment," activities that strengthen countries, teachers, and schools’ abilities to
                       collect and use information on student learning through assessments. this theme
                       also includes examinations on the tertiary level and skills certification.
                       "
Theme 106,"Education Governance, School-Based Management"," education systems need to ensure minimum levels of learning across
                          institutions and sub-sectors. operational standards for schools, training
                          institutions and universities can be developed to clearly define minimum
                          standards. supervision, accountability and/or accreditation systems monitor the
                          quality of institutions and provide feedback to students, parents, schools,
  education governance,
                          administration, and policymakers.
school-based management
                     "
Theme 107,"Standards, Curriculum and Textbooks"," activities that relate to the content delivered in educational
                          institutions including learning standards, curriculum, textbooks and other
                          teaching/learning materials. this includes initiatives to improve the relevance of
                          education content at all levels of the system.
                          "
Theme 108,Education Facilities," the construction, rehabilitation, and equipment of educational
                          institutions on all levels from early childhood education to tertiary.
                                              85
                                 "
Theme 109,Private Sector Delivery of Education," interventions that relate to the provision of education by groups
                                outside of the public sector such as ngos, community organizations, faith-based
                                organizations, and for-profit companies. this includes independent private
                                schools, government-funded private schools, privately managed schools, and
                                voucher schools.
                                "
Theme 110,Labor Market Policy and Programs," activities intended to improve the functioning of labor markets, facilitate transitions into employment,
improve the earnings opportunities of individuals, and manage risks facing workers.
"
Theme 111,Skills Development," skills development is a life–long process that proceeds in stages, each
                                  building on the previous one. foundational skills comprise the basic cognitive
                                  skills, such as literacy and numeracy, and socio-emotional skills, such as self-
                                  regulation and empathy, which children typically acquire in primary school and
                                  that are honed in adolescence. job-specific skills (hard skills) describe a person's
                                  technical skill set and ability to perform specific job-related tasks. socio-
   skills development 
                                  emotional skills help people navigate complex situations, focus on tasks, tolerate
                                  frustration and interact effectively with other people.
                                  "
Theme 112,Labor Market Institutions," the laws, practices, policies, and conventions that fall under the
                                  umbrella of labor market institutions‖ that: determine inter alia what kinds of
                                  employment contracts are permissible; set boundaries for wages and benefits,
                                  hours, and working conditions; define the rules for collective representation and
                                  bargaining; proscribe certain employment practices; and provide for social
   labor market institutions      protection for workers.
             
                                                     87
                                  "
Theme 113,Active Labor Market Programs," programs that stimulate labor demand, support job search and
                                 improve employability.
                                 "
Theme 114,Nutrition and Food Security," programs that include objectives and specific activities related to improving nutritional status or food
security at the household level.
"
Theme 115,Nutrition," activities aimed at improving nutritional status and reducing all forms of
                            malnutrition, including:
                                      stunting/chronic undernutrition
                                      underweight
                                      wasting
                                      micronutrient deficiencies
                            overweight/obesity: to be included as nutrition activities, the following criteria must
                            be met:
     nutrition              1. the project has an explicit nutrition objective (does not have to be pdo-level
                                     objective) or nutrition indicator. nutrition indicators should be specific to
                                     nutrition and not only an indicator to benchmark progress towards a nutrition-
                                     sensitive outcome.
                                 2. the project must contribute to nutrition-specific and/or nutrition-sensitive
                                     outcomes which are explicit in the project design through activities,
                                     indicators, and expected results.
                            "
Theme 116,Food Security," programs that include objectives and specific activities related to food
                    security at the household level.
                    "
Theme 117,Urban Development," activities involving a comprehensive approach to identifying challenges in urban areas and proposing
integrated solutions to improve living conditions in urban areas through planning, infrastructure
development/rehabilitation, finance, housing, and service provision.
"
Theme 118,Urban Infrastructure and Service Delivery," activities and investments contributing to the development and
                            improvement of citywide infrastructure and service delivery.
                            "
Theme 119,Services and Housing for the Poor," activities supporting extension or improvement of services and /or
                       housing for low income households in urban or peri-urban areas.
                       "
Theme 120,Public Transport," investments and policies for facilitating the access to or movement of
                       people or goods for the purposes of reaching jobs, markets, public services or other
                       socio-economic opportunities in urban, rural or inter-urban areas.
                       "
Theme 121,Urban Planning," activities aiming at fostering sustainable and equitable urban
                        development.
                        "
Theme 122,Municipal Finance," policies, institutions, systems and activities through which municipalities
                        receive, manage and expend fiscal and financial resources, including grants, own-
                        source revenues, expenditure assignments, city borrowing, municipal financial
                        planning and management.
                        "
Theme 123,Urban Water and Sanitation," activities supporting the development and/or rehabilitation of water
                             supply and sanitation systems in urban areas
                             "
Theme 124,Rural Development," the rural development theme encompasses investments and activities taken up in the rural space
targeting rural population. these include rural infrastructure, services including agricultural extension, local
economic development, rural non-farm development including rural micro and small enterprises, rural markets,
financial inclusion, livelihoods, landscape and natural resource development, land development and administration
and rural institutions, community based rural development and skill development for rural jobs.
the topic is multidisciplinary in nature and cuts across various gps including agriculture, environment and natural
resources, social development, trade and competitiveness, gender and jobs ccsa.
                                                      95
 "
Theme 125,Rural Markets," activities supporting the private sector to achieve efficient functioning of
                             rural markets for labor, land, inputs (fertilizer, seeds, equipment), services (including
                             financial and risk management services), and products (even where these supply urban
                             end-markets).
                             "
Theme 126,Rural Non-farm Income Generation," activities supporting incomes generation from off-farm and non-farm
                         sources in rural areas.
                         "
Theme 127,Rural Infrastructure and service delivery," service delivery is key to the development of rural regions this changing
                         rural situation requires the introduction of policy models that strengthen the capacity of
                         rural areas to adapt. from creating and sustaining employment to the provision of
                         services and infrastructure such structures, systems, facilities and the services necessary
                         for the rural economy to function.
                         "
Theme 128,Rural Water and Sanitation," activities supporting the development and/or rehabilitation of water supply
                 and sanitation systems in rural areas.
rural water and  "
